Word,Count
`TryOption&lt;OptionAsync&lt;A&gt;&gt;`</returns>,2
monad's,2
success</typeparam>,2
unexpected,2
`Task&lt;Seq&lt;A&gt;&gt;`</returns>,2
Like,2
\BindReturn((W,\,2
\either(parens(expr),natural).label("\simple\,2
<returns>`Try&lt;Set&lt;B&gt;&gt;`</returns>,2
sb,2
'inverse',2
larger,2
be:,2
<returns>`Try&lt;OptionUnsafe&lt;A&gt;&gt;`</returns>,2
alias,2
\apply(diff(d,e),\,2
cons,2
<returns>`OptionUnsafe&lt;Arr&lt;B&gt;&gt;`</returns>,2
(classes,2
\increment,\,2
`IEnumerable&lt;OptionUnsafe&lt;B&gt;&gt;`,2
reflection,2
flag,2
`TryAsync&lt;Task&lt;B&gt;&gt;`,2
<returns>`Task&lt;TryOption&lt;B&gt;&gt;`</returns>,2
r3,2
Saving,2
Commonly,2
`Task&lt;OptionAsync&lt;A&gt;&gt;`</returns>,2
suspect,2
Language-Ext,2
<returns>`Set&lt;OptionUnsafe&lt;A&gt;&gt;`</returns>,2
document's,2
`Lst&lt;IEnumerable&lt;B&gt;&gt;`,2
`TryOptionAsync&lt;Task&lt;A&gt;&gt;`</returns>,2
`Task&lt;Set&lt;B&gt;&gt;`,2
dividing,2
unified,2
`Set&lt;Seq&lt;B&gt;&gt;`,2
<returns>`Lst&lt;Lst&lt;B&gt;&gt;`</returns>,2
interpolation,2
`Task&lt;OptionAsync&lt;B&gt;&gt;`,2
<returns>`Set&lt;TryOption&lt;B&gt;&gt;`</returns>,2
Some<A>(...),2
<returns>`Try&lt;Option&lt;A&gt;&gt;`</returns>,2
\optional,\,2
`Set&lt;Option&lt;B&gt;&gt;`,2
<returns>`TryOption&lt;Arr&lt;A&gt;&gt;`</returns>,2
shift:,2
They,2
`Lst&lt;Set&lt;B&gt;&gt;`,2
\Some<A,B>(...)\,2
<returns>`Lst&lt;OptionUnsafe&lt;B&gt;&gt;`</returns>,2
`HashSet&lt;IEnumerable&lt;B&gt;&gt;`,2
notFollowedBy,2
'GenTokenParser',2
\name="\Env"\>The\,2
<returns>`TryOption&lt;TryOption&lt;A&gt;&gt;`</returns>,2
\NewType<Hours,\,2
<returns>`Lst&lt;IEnumerable&lt;B&gt;&gt;`</returns>,2
\e),\,2
\Validation,\,2
\count(n,p)\,2
\name="\delayFor"\>Time\,2
Ordered,2
<returns>`Try&lt;Arr&lt;B&gt;&gt;`</returns>,2
res2,2
cs,2
\HashSet,\,2
left-hand,2
<returns>`Task&lt;OptionUnsafe&lt;B&gt;&gt;`</returns>,2
Combine,2
many(p),2
`TryOptionAsync&lt;OptionAsync&lt;B&gt;&gt;`,2
<returns>`Arr&lt;Lst&lt;A&gt;&gt;`</returns>,2
`Seq&lt;TryOption&lt;B&gt;&gt;`,2
`TryOption&lt;Seq&lt;B&gt;&gt;`,2
\Divisible,\,2
</typeparam>,2
non-nullable,2
Suppose,2
\parse(expr,\,2
rule,2
<returns>`Option&lt;IEnumerable&lt;B&gt;&gt;`</returns>,2
<returns>`Set&lt;IEnumerable&lt;B&gt;&gt;`</returns>,2
(0..1,2
`Try&lt;Set&lt;B&gt;&gt;`,2
`OptionUnsafe&lt;Seq&lt;B&gt;&gt;`,2
Internal,2
<returns>`Set&lt;Try&lt;B&gt;&gt;`</returns>,2
<returns>`TryOptionAsync&lt;Task&lt;B&gt;&gt;`</returns>,2
COM,2
`TryAsync&lt;HashSet&lt;A&gt;&gt;`</returns>,2
retrace,2
<returns>`TryOption&lt;Set&lt;B&gt;&gt;`</returns>,2
<returns>`Seq&lt;TryOption&lt;A&gt;&gt;`</returns>,2
`TryAsync&lt;OptionUnsafe&lt;B&gt;&gt;`,2
GC.GetTotalMemory(false),2
`TryOption&lt;Try&lt;B&gt;&gt;`,2
`Option&lt;Seq&lt;B&gt;&gt;`,2
change,2
`Try&lt;Seq&lt;B&gt;&gt;`,2
effectively,2
<returns>`Seq&lt;Lst&lt;B&gt;&gt;`</returns>,2
required,2
`OptionAsync&lt;OptionUnsafe&lt;A&gt;&gt;`</returns>,2
<returns>`Seq&lt;OptionUnsafe&lt;A&gt;&gt;`</returns>,2
<returns>`Set&lt;Arr&lt;B&gt;&gt;`</returns>,2
<returns>`HashSet&lt;IEnumerable&lt;B&gt;&gt;`</returns>,2
<returns>`TryOption&lt;HashSet&lt;B&gt;&gt;`</returns>,2
causing,2
\tells,\,2
permitted,2
\default(MonoidW).Append(output.Item1,\,2
knowledge,2
\_document_,\,2
guaranteed,2
failure(msg),2
<returns>`HashSet&lt;Option&lt;B&gt;&gt;`</returns>,2
`Try&lt;TryOption&lt;B&gt;&gt;`,2
.Apply(SomeUnsafe(3)),2
<returns>`Seq&lt;Try&lt;A&gt;&gt;`</returns>,2
\succeeds,\,2
\Seq<TryAsync<int>>,\,2
`struct`,2
<returns>`Option&lt;OptionUnsafe&lt;A&gt;&gt;`</returns>,2
`TryAsync&lt;Option&lt;B&gt;&gt;`,2
<returns>`Option&lt;TryOption&lt;B&gt;&gt;`</returns>,2
`Lst&lt;Task&lt;A&gt;&gt;`</returns>,2
\'None',\,2
\either(ps[index],\,2
`Return`,2
`Task&lt;HashSet&lt;B&gt;&gt;`,2
<returns>`Try&lt;TryOption&lt;B&gt;&gt;`</returns>,2
<returns>`Try&lt;Try&lt;B&gt;&gt;`</returns>,2
`MState`,2
`Set&lt;OptionUnsafe&lt;B&gt;&gt;`,2
speeds,2
Operator.Prefix<int>(from,2
\name="\value"\>OptionAsync</param>\,2
\!equals<EqArray<int>,\,2
<returns>`Option&lt;Arr&lt;A&gt;&gt;`</returns>,2
undefined:,2
<returns>`HashSet&lt;Option&lt;A&gt;&gt;`</returns>,2
`IEnumerable&lt;TryOption&lt;B&gt;&gt;`,2
`Option&lt;Lst&lt;B&gt;&gt;`,2
<returns>`Lst&lt;Arr&lt;A&gt;&gt;`</returns>,2
errors</typeparam>,2
C),2
`HashSet&lt;Try&lt;B&gt;&gt;`,2
`TryAsync&lt;OptionAsync&lt;B&gt;&gt;`,2
\sepEndBy(p,sep)\,2
`TryOptionAsync&lt;IEnumerable&lt;A&gt;&gt;`</returns>,2
`HashSet&lt;Option&lt;B&gt;&gt;`,2
<returns>`TryAsync&lt;OptionUnsafe&lt;B&gt;&gt;`</returns>,2
<returns>IObservable,2
`Delete`,2
instance.This,2
`OptionAsync&lt;HashSet&lt;B&gt;&gt;`,2
accurate,2
notFollowedBy(p),2
\`Reader`,\,2
Day,2
generator,2
restricts,2
`OptionAsync&lt;OptionUnsafe&lt;B&gt;&gt;`,2
looks,2
\evaluation,\,2
\name="\RightAsync"\>Action\,2
<returns>`Arr&lt;OptionUnsafe&lt;B&gt;&gt;`</returns>,2
`takeComposed`,2
<returns>`Option&lt;Option&lt;A&gt;&gt;`</returns>,2
<returns>`Lst&lt;Seq&lt;B&gt;&gt;`</returns>,2
previously,2
follows:,2
<returns>`HashSet&lt;IEnumerable&lt;A&gt;&gt;`</returns>,2
`OptionUnsafe&lt;TryOptionAsync&lt;A&gt;&gt;`</returns>,2
<returns>`TryOption&lt;Set&lt;A&gt;&gt;`</returns>,2
\name="\RightAsync"\>Predicate</param>\,2
for</param>,2
repeated,2
octal,2
`TryOption&lt;OptionUnsafe&lt;B&gt;&gt;`,2
Funcs,2
default(MonadA).Return(a);,2
collecting,2
subtracting,2
\name="\value"\>value\,2
output</returns>,2
`OptionAsync&lt;Arr&lt;A&gt;&gt;`</returns>,2
\name="\NUM"\>Foldable\,2
partial,2
per-second,2
`Task&lt;Lst&lt;B&gt;&gt;`,2
expression</typeparam>,2
`OptionUnsafe&lt;OptionAsync&lt;A&gt;&gt;`</returns>,2
\name="\LeftAsync"\>Folder\,2
<returns>`Seq&lt;Lst&lt;A&gt;&gt;`</returns>,2
at-most-once,2
line-feed,2
\S,\,2
\name="\Succ"\>Action\,2
Centimeter,2
neok,2
\open,\,2
Left(y),2
\itself,\,2
<returns>`HashSet&lt;Lst&lt;A&gt;&gt;`</returns>,2
\internally,\,2
`TryOptionAsync&lt;TryOption&lt;A&gt;&gt;`</returns>,2
`Option&lt;OptionAsync&lt;A&gt;&gt;`</returns>,2
`TryOption&lt;Lst&lt;B&gt;&gt;`,2
Kilometres,2
`OptionAsync&lt;IEnumerable&lt;A&gt;&gt;`</returns>,2
making,2
\name="\mb"\>Monadic\,2
ComVisible,2
<returns>`Lst&lt;Try&lt;B&gt;&gt;`</returns>,2
\name="\A"\>Set\,2
Interable:,2
\name="\ma"\>Tuple\,2
<returns>`OptionAsync&lt;IEnumerable&lt;B&gt;&gt;`</returns>,2
Fractional,2
limitations,2
<returns>`TryOption&lt;OptionUnsafe&lt;A&gt;&gt;`</returns>,2
IAppendable,2
format:,2
at.</param>,2
<returns>`Set&lt;Try&lt;A&gt;&gt;`</returns>,2
non-reduced,2
evaluated,2
`Seq&lt;TryOptionAsync&lt;A&gt;&gt;`</returns>,2
evaluates,2
<returns>`TryOptionAsync&lt;TryOption&lt;B&gt;&gt;`</returns>,2
<returns>`TryOption&lt;Seq&lt;B&gt;&gt;`</returns>,2
\_,\,2
brackets,2
'IEnumerable&lt;A&gt;',2
\inverses,\,2
\testing,\,2
relative,2
`Lst&lt;Seq&lt;B&gt;&gt;`,2
`Set&lt;Arr&lt;B&gt;&gt;`,2
20),2
<returns>`Task&lt;Lst&lt;B&gt;&gt;`</returns>,2
\Multiplicable,\,2
strips,2
<returns>`Lst&lt;OptionUnsafe&lt;A&gt;&gt;`</returns>,2
satisfy(pred),2
<returns>`Seq&lt;HashSet&lt;A&gt;&gt;`</returns>,2
`RunAsync`,2
\match(z,\,2
comma,2
\name="\LeftAsync"\>Action\,2
`Lst&lt;Arr&lt;B&gt;&gt;`,2
mplus,2
attributes,2
unexpected(msg),2
Operator<int>[][],2
<returns>`HashSet&lt;OptionUnsafe&lt;B&gt;&gt;`</returns>,2
dispatches,2
\NewType<Metres,\,2
letters,2
<returns>`Seq&lt;Set&lt;A&gt;&gt;`</returns>,2
\name="\anything"\>Alternative\,2
\name="\A"\>Record\,2
`IEnumerable&lt;Try&lt;B&gt;&gt;`,2
<returns>`OptionUnsafe&lt;Arr&lt;A&gt;&gt;`</returns>,2
<returns>`OptionUnsafe&lt;Option&lt;B&gt;&gt;`</returns>,2
permanent,2
if(info,2
culture),2
`Task&lt;HashSet&lt;A&gt;&gt;`</returns>,2
<returns>`Lst&lt;IEnumerable&lt;A&gt;&gt;`</returns>,2
/one/,2
<returns>`Try&lt;Lst&lt;B&gt;&gt;`</returns>,2
\name="\Fail"\>Action\,2
`Seq&lt;OptionAsync&lt;A&gt;&gt;`</returns>,2
tailsr,2
`OptionAsync&lt;Option&lt;A&gt;&gt;`</returns>,2
minus,2
<returns>`Lst&lt;TryOption&lt;A&gt;&gt;`</returns>,2
`TryAsync&lt;TryOption&lt;A&gt;&gt;`</returns>,2
reservedOp,2
<returns>`IEnumerable&lt;Option&lt;A&gt;&gt;`</returns>,2
\removed,\,2
`Task&lt;Option&lt;B&gt;&gt;`,2
constrain,2
`Task&lt;Set&lt;A&gt;&gt;`</returns>,2
label,2
true),2
\name="\NUM"\>Divide\,2
Expected,2
covariance,2
CHOICE,2
\input/,\,2
`IEnumerable&lt;TryAsync&lt;A&gt;&gt;`</returns>,2
Some(Action),2
prototypes,2
<returns>`TryAsync&lt;Lst&lt;B&gt;&gt;`</returns>,2
`ma`,2
resultant,2
<returns>`Set&lt;HashSet&lt;B&gt;&gt;`</returns>,2
modulus,2
falls,2
`Task&lt;Seq&lt;B&gt;&gt;`,2
\name="\FTUV"\>Target\,2
Legal,2
`TryAsync&lt;OptionAsync&lt;A&gt;&gt;`</returns>,2
\zero,\,2
'lets'),2
<returns>`Set&lt;Set&lt;A&gt;&gt;`</returns>,2
<returns>`Seq&lt;Option&lt;A&gt;&gt;`</returns>,2
_equivalent_,2
sorting,2
\cref="\BottomException"\>EitherUnsafeT\,2
<returns>`Arr&lt;IEnumerable&lt;B&gt;&gt;`</returns>,2
<returns>`OptionAsync&lt;Set&lt;B&gt;&gt;`</returns>,2
`OptionUnsafe&lt;TryAsync&lt;A&gt;&gt;`</returns>,2
\Assert.Equal(None,\,2
Fund,2
<returns>`TryOption&lt;Lst&lt;B&gt;&gt;`</returns>,2
`OptionUnsafe&lt;OptionUnsafe&lt;B&gt;&gt;`,2
\add,\,2
\var(a,\,2
<returns>`TryAsync&lt;Option&lt;B&gt;&gt;`</returns>,2
x);,2
`Seq&lt;Set&lt;B&gt;&gt;`,2
msg,2
go,2
`TryOptionAsync&lt;OptionUnsafe&lt;B&gt;&gt;`,2
\prefix("\+"\,id)\,2
ones,2
<returns>`TryOption&lt;Option&lt;B&gt;&gt;`</returns>,2
for</typeparam>,2
`OptionAsync&lt;HashSet&lt;A&gt;&gt;`</returns>,2
`Patch.apply`),2
listen,2
<returns>`OptionUnsafe&lt;HashSet&lt;A&gt;&gt;`</returns>,2
buildExpressionParser,2
`TryOption&lt;TryOption&lt;B&gt;&gt;`,2
parser's,2
<returns>`TryAsync&lt;Arr&lt;B&gt;&gt;`</returns>,2
\subtr,\,2
\TryOption,\,2
Set<T>,2
`Task&lt;Task&lt;B&gt;&gt;`,2
5),2
\'let'),\,2
`Option<A>`,2
\name="\tail"\>Remaining\,2
structurally,2
\character,\,2
member,2
\apply(append(diff(a,\,2
`OptionUnsafe&lt;Arr&lt;B&gt;&gt;`,2
<returns>`Option&lt;Seq&lt;B&gt;&gt;`</returns>,2
Unknown,2
\f,\,2
<returns>`IEnumerable&lt;TryOption&lt;A&gt;&gt;`</returns>,2
\name="\Fail"\>Value\,2
Faster,2
<returns>`Set&lt;OptionUnsafe&lt;B&gt;&gt;`</returns>,2
'standard',2
\sepBy1(p,sep)\,2
`OptionAsync&lt;Seq&lt;A&gt;&gt;`</returns>,2
<returns>`OptionUnsafe&lt;Lst&lt;B&gt;&gt;`</returns>,2
<returns>`IEnumerable&lt;HashSet&lt;B&gt;&gt;`</returns>,2
`OptionUnsafe&lt;TryOption&lt;B&gt;&gt;`,2
`OptionAsync&lt;Try&lt;A&gt;&gt;`</returns>,2
\associativity,\,2
ver1,2
\`Option`,\,2
<returns>`Try&lt;HashSet&lt;A&gt;&gt;`</returns>,2
bigger,2
error),2
<returns>`OptionAsync&lt;OptionAsync&lt;B&gt;&gt;`</returns>,2
thread-safe,2
p2)`,2
`OptionUnsafe&lt;Lst&lt;B&gt;&gt;`,2
\name="\foldable"\>Foldable\,2
all:,2
<returns>`OptionUnsafe&lt;Try&lt;B&gt;&gt;`</returns>,2
<returns>`OptionUnsafe&lt;OptionUnsafe&lt;B&gt;&gt;`</returns>,2
<returns>`HashSet&lt;Set&lt;B&gt;&gt;`</returns>,2
`A1,2
setting,2
<returns>`Set&lt;Seq&lt;B&gt;&gt;`</returns>,2
HSet.empty,2
expected</param>,2
boundary,2
consumed),2
OptionAsync&lt;B&gt;&gt;`</returns>,2
core,2
\CH,\,2
Hours,2
filled,2
-2++,2
<returns>`Option&lt;Lst&lt;B&gt;&gt;`</returns>,2
land,2
character</returns>,2
side</param>,2
\TransSyncAsync<MSeq<TryAsync<int>>,\,2
<returns>`Arr&lt;IEnumerable&lt;A&gt;&gt;`</returns>,2
<returns>`Set&lt;Seq&lt;A&gt;&gt;`</returns>,2
ps[index],2
sense,2
\name="\Fail"\>Folder\,2
Since,2
<returns>`HashSet&lt;OptionUnsafe&lt;A&gt;&gt;`</returns>,2
`TryAsync&lt;Seq&lt;B&gt;&gt;`,2
`TryOption&lt;TryAsync&lt;A&gt;&gt;`</returns>,2
`Lst&lt;HashSet&lt;B&gt;&gt;`,2
writeer</param>,2
\'decimal',\,2
attribute,2
c1(i),2
right-biased,2
Calculated,2
`OptionAsync&lt;Lst&lt;A&gt;&gt;`</returns>,2
dec,1
\name="\E"\>Type\,1
\long,\,1
reserved(name),1
Savely,1
Lengths,1
StringBuilder(),1
\expression,\,1
method:,1
\ABCDEABCDEABCDE,\,1
<returns>`TryOptionAsync&lt;TryOption&lt;C&gt;&gt;`,1
Call,1
1.Metre(),1
\'space',\,1
ConstString,1
\error,\,1
Merge,1
contiguous,1
Assert.True(x[4],1
AccountName,1
GenLanguageDef,1
\sa,\,1
<returns>`OptionAsync&lt;Task&lt;A&gt;&gt;`</returns>,1
<returns>`OptionAsync&lt;TryOptionAsync&lt;A&gt;&gt;`</returns>,1
lens,1
<returns>`TryOption&lt;Option&lt;C&gt;&gt;`,1
<returns>`OptionAsync<T>`,1
disjunctions,1
1*kilometre;,1
<returns>`Lst&lt;Option&lt;C&gt;&gt;`,1
Operator,1
\name="\BiFunctorAB"\>struct\,1
Error(),1
creation,1
<returns>`TryAsync&lt;TryOption&lt;A&gt;&gt;`</returns>,1
curried(a)(b)(c)(d)(e)(f)(g)(h)(i)(j),1
<returns>`IEnumerable&lt;Option&lt;C&gt;&gt;`,1
unnecessary,1
20,1
\`append(a,\,1
notnull(z),1
sensitive,1
*before*,1
logs,1
infer,1
transfers,1
ApplySomeArgsF(),1
\name="\arg2"\>computation\,1
\"\:"\\,1
typeof(FieldType),1
curried(a)(b),1
7*millisecond;,1
Kilometers,1
Assert.True(list[4],1
<returns>`OptionAsync&lt;Lst&lt;A&gt;&gt;`</returns>,1
<returns>`Try&lt;Arr&lt;C&gt;&gt;`,1
\name="\RightAsync"\>Value\,1
let's,1
https://github.com/louthy/language-ext/issues/245,1
Individual,1
Mitigates,1
1</param>,1
hexadecimal,1
\IsFaulted),\,1
\buggy,\,1
64,1
terminates,1
\name="\anything"\>Value\,1
Edit.Delete,1
\name="\generator"\>Generator\,1
<returns>`TryOptionAsync&lt;Lst&lt;A&gt;&gt;`</returns>,1
1*centimetre;,1
insensitive,1
<returns>`TryAsync&lt;TryAsync&lt;A&gt;&gt;`</returns>,1
balance,1
y.IsNull(),1
<returns>`OptionAsync&lt;IEnumerable&lt;A&gt;&gt;`</returns>,1
NumType(y),1
*mutable*,1
<returns>`OptionUnsafe&lt;OptionUnsafe&lt;C&gt;&gt;`,1
captured,1
Task<Option<A>>>,1
`Object`,1
NoWorky(x),1
fn,1
expensive,1
hex,1
end-of-line,1
notDefault(1),1
outcomes,1
FOption,1
linked,1
though,1
appropriate,1
Multiplies,1
\IO,\,1
projected,1
\name="\SELF"\>The\,1
\name="\OuterType"\></typeparam>\,1
Op2(),1
CondAsync,1
next,1
<returns>Either,1
Int32.MaxValue).Iter(i,1
<returns>EitherUnsafeUnsafe</returns>,1
non-empty,1
Script,1
15,1
(zero).1The,1
\Some(Set(1,2,3));\,1
If/Else,1
Simple,1
ReaderListSumFoldTest(),1
<returns>Tail,1
\(MetresPerSecond2,\,1
right.Zeroleft,1
\OptionAsync<B>.None,\,1
\space,\,1
<returns>`Task&lt;OptionUnsafe&lt;C&gt;&gt;`,1
'newline'),1
<returns>`HashSet&lt;Option&lt;C&gt;&gt;`,1
\item"\),\,1
\tuple,\,1
\name="\account"\>Account\,1
controlled,1
lives,1
resolves,1
10*mm2;,1
A>>,1
7*day;,1
Propagate,1
\`TryOptionAsync`,\,1
<returns>`Task&lt;TryOptionAsync&lt;A&gt;&gt;`</returns>,1
angles(p),1
you'll,1
\wiki,\,1
ApplicativeLawHolds(),1
<returns>`Set&lt;Option&lt;C&gt;&gt;`,1
\toOptionUnsafeAsync<CHOICE,\,1
<returns>`TryOption&lt;Lst&lt;C&gt;&gt;`,1
those,1
Areas,1
100*centimetre2;,1
<returns>`OptionAsync&lt;Seq&lt;A&gt;&gt;`</returns>,1
\`State`,\,1
Eq<bool>,1
BankingFree<A>,1
Ord<bool>,1
\tests,\,1
(tokens),1
shared,1
\"\0x"\\,1
'No,1
\TransAsync<MTask<TryAsync<int>>,\,1
syntax,1
Meters,1
Observable,1
Assert.True(x[1],1
requested,1
<returns>`Set&lt;Try&lt;C&gt;&gt;`,1
Update,1
invoked</param>,1
\`Head`,\,1
TryAsync(CombineAndOrder),1
7*kilometres;,1
visible,1
50s,1
SeqEmpty,1
<returns>OptionUnsafe,1
brackets(p),1
typelib,1
settle,1
resolution,1
Hello(Error()),1
bigint.Zero,1
<returns>`TryAsync&lt;Try&lt;C&gt;&gt;`,1
\name="\arg1"\>computation\,1
date,1
bigint.Zero;,1
nature,1
baseValue,1
`OptionAsync`,1
'crlf'),1
\name="\map"\>Mapping\,1
\"\0O"\\,1
lang-ext,1
non-human,1
consing,1
asyncMap(disposable)</returns>,1
ease,1
7*days;,1
Liftable<A>,1
<returns>`Task&lt;TryOption&lt;A&gt;&gt;`</returns>,1
\Centimetres,\,1
OptionUnsafeAsync<B>(Do(ma));,1
currenty,1
1900-1999,1
'prelude';,1
inspecting,1
;,1
sb.Append('('),1
LF,1
**non,1
<returns>`TryAsync&lt;Arr&lt;C&gt;&gt;`,1
benefit,1
30);,1
\LanguageDef,\,1
\monoids,\,1
<returns>`Arr&lt;Arr&lt;C&gt;&gt;`,1
structures,1
<returns>Base64,1
\Monadic,\,1
<returns>`Arr&lt;Seq&lt;C&gt;&gt;`,1
Raise,1
SomeLiftTest(),1
A>>`,1
7*hours;,1
Task<Option<int>>,1
incremented,1
negative.0The,1
\`>`,\,1
<returns>`OptionUnsafe&lt;Arr&lt;C&gt;&gt;`,1
velocity,1
Being,1
semiSep(p),1
comparing,1
char('_')),1
s),1
zero),1
definied,1
'mconcat',1
1*kilometer;,1
ideas,1
Force,1
'OptionAsync',1
\name="\stack"\>First\,1
truly,1
\EitherUnsafe<L,\,1
\(MetresPerSecond,\,1
Assert.True(set.Contains(4));,1
Fully,1
'd'),1
scripting,1
done),1
outgoing,1
tasks,1
10*millimeters;,1
inefficient,1
values:,1
Seq()),1
7*seconds;,1
(The,1
found),1
base-64,1
`q`,1
behaviours,1
-3,1
0-f),1
'mutation',1
scoped,1
\Seq(1,2,3))\,1
Assert.True(b[4],1
\SqCentimetres,\,1
hacky,1
\"\(mlst)\,1
Assert.True(set.Contains(2));,1
\name="\unit"\>()</param>\,1
S(S(KS)K(S(KS)K)S)(KK),1
object;,1
decremented,1
\assemblies,\,1
Assert.True(a[1],1
requirement,1
\name="\I"\>Input\,1
semiSep1(p),1
`Edit`,1
list_,1
<returns>`OptionAsync&lt;HashSet&lt;C&gt;&gt;`,1
MQue,1
\reflexive,\,1
appropiate,1
LanguageExt.TypeClass,1
\together,\,1
10*metre2;,1
<returns>`Arr&lt;HashSet&lt;C&gt;&gt;`,1
150);,1
<returns>`TryOptionAsync&lt;HashSet&lt;A&gt;&gt;`</returns>,1
[,1
\techniques,\,1
'skip',1
B>.Right)).data;,1
c(2),1
Lift,1
large,1
punctuation,1
\infinite,\,1
integral,1
Assert.True(o2.CountT(),1
Assert.True(x[3],1
<returns>`Seq&lt;Try&lt;C&gt;&gt;`,1
notnull(x),1
\accessed,\,1
\Exception("\Nooooo"\);\,1
/before/,1
Assert.True(a[4],1
x.IsNull(),1
Bool<bool>,1
\Calculate(x,\,1
script,1
('a'..'z'),1
FOptionUnsafe,1
ledger,1
'float',1
ScriptExpr,1
\types,\,1
Internal:,1
(0-7),1
<returns>`IEnumerable&lt;Seq&lt;C&gt;&gt;`,1
('z'..'a'),1
<returns>`TryOptionAsync&lt;Option&lt;A&gt;&gt;`</returns>,1
\Bool<(bool,\,1
curried(a)(b)(c)(d)(e),1
pushout,1
b))`,1
ReaderWriterBindTest(),1
value),1
propagated,1
Information,1
`Seq.Empty`,1
\Map<A<Map<B,C>>\,1
\[1,2,3,4,5,6]\,1
Accel,1
disjunction,1
global,1
<returns>`Seq&lt;OptionUnsafe&lt;C&gt;&gt;`,1
(`GetHashCode`),1
Analysis,1
higher-kind,1
7*km2;,1
predication,1
race,1
<returns>`Task&lt;Task&lt;A&gt;&gt;`</returns>,1
<returns>`TryAsync&lt;OptionUnsafe&lt;C&gt;&gt;`,1
return;,1
10*mm;,1
concurrently,1
<returns>`TryAsync&lt;Try&lt;A&gt;&gt;`</returns>,1
thought,1
<returns>`IEnumerable&lt;HashSet&lt;C&gt;&gt;`,1
OrdA,1
With,1
embed</param>,1
cT,1
\name="\lists"\>Enumerables\,1
waiting,1
Native,1
fn.Memo();,1
field-name,1
wrapper,1
`O(a,1
ReaderListSumTest(),1
\name="\self"\>TryOption\,1
\everyone"\);\,1
\Seq.span(List(1,2,3,4,1,2,3,4),\,1
10*millimeter2;,1
independantly,1
known,1
<returns>`OptionUnsafe&lt;HashSet&lt;C&gt;&gt;`,1
10*m;,1
Op3(),1
symbols,1
(x,1
<returns>`TryAsync&lt;OptionAsync&lt;A&gt;&gt;`</returns>,1
100*centimetres,1
task</returns>,1
\Reader<Env,A>\,1
stylised,1
<returns>`OptionAsync&lt;OptionUnsafe&lt;A&gt;&gt;`</returns>,1
strict,1
<returns>`TryAsync&lt;Task&lt;A&gt;&gt;`</returns>,1
\another,\,1
WeakReference,1
<returns>`Seq&lt;HashSet&lt;C&gt;&gt;`,1
<returns>`HashSet&lt;Set&lt;C&gt;&gt;`,1
operator:,1
7*hrs;,1
<returns>b(a(v))</returns>,1
\arguments,\,1
\valid,\,1
Assert.True(c[5],1
undefined,1
ApplyNoneArgsF(),1
guess,1
`Option<>`),1
1.Second(),1
parts,1
kinded',1
OptionalListAppend(),1
\GC,\,1
\thing,\,1
started,1
(obviously,1
<returns>Whether,1
\name="\a"\>OptionUnsafe\,1
<returns>`TryAsync&lt;Set&lt;A&gt;&gt;`</returns>,1
persistent,1
<returns>`Task&lt;Option&lt;A&gt;&gt;`</returns>,1
\"\E"\)));\,1
5000,1
incoming,1
IsFaulted),1
end-of-file,1
HMap,1
\`Take`,\,1
lexer.Braces(p);,1
\`Slice`,\,1
'c'),1
ints,1
MonoidOrdA.Empty(),1
unlike,1
IObservable&lt;Nullable&lt;T&gt;&gt;,1
Possible,1
'reservedOp',1
conflicts,1
v1.SumT(),1
Guid,1
\failwith<Unit>("\two\,1
\World"\\,1
sorts,1
7*km;,1
\(Seq(1,2),\,1
\5,\,1
ma(state)(state);,1
\(SqMetres,\,1
Centimeters,1
\`ma(state)(state)`),\,1
\`composable(p,\,1
(XOr),1
strictly,1
might,1
tab,1
Haskell98,1
\positive,\,1
\name="\PredItem"\>Predicate\,1
Type.GetTypeFromHandle(typeof(FieldType)),1
7,1
\name="\Key"\>Key</param>\,1
`Task`),1
'semi',1
Increment,1
`transform`,1
<returns>OptionUnsafe<T>,1
Assert.True(x[5],1
ignore</param>,1
Uncomment,1
\`Monad<Option<A>,\,1
lift,1
\name="\value"\>TryAsync\,1
important,1
<returns>`OptionUnsafe&lt;Seq&lt;C&gt;&gt;`,1
mutation,1
10*millimetres;,1
sub-class,1
EitherAsyncs,1
lowercase,1
white-space,1
\failwith<Unit>("\wrong"\));\,1
\B>(State<S,\,1
<returns>`OptionAsync&lt;Seq&lt;C&gt;&gt;`,1
<returns>`Seq&lt;Arr&lt;C&gt;&gt;`,1
MemoMemoryTest(),1
bigint.One,1
character(\'\\n\'),1
new-line,1
`transformWith`,1
Centimetres,1
tryread((),1
language's,1
c2(i),1
\"\Parsec.Text.Token"\\,1
\name="\num"\>Numerator</param>\,1
Very,1
<returns>`Set&lt;Lst&lt;C&gt;&gt;`,1
inherent,1
Step,1
lexer.Reserved;,1
notDefault(0),1
Cond.Else(),1
Task.Run((),1
Name,1
bigint.One;,1
encoded</param>,1
\(a,b,c)\,1
OptionalUnsafe<A>,1
lexeme(p),1
\name="\value"\>TryOptionAsync\,1
handled,1
\name="\generator"\>Disposable\,1
\name="\MonoidFail"\></typeparam>\,1
<returns>`Task&lt;HashSet&lt;A&gt;&gt;`</returns>,1
(S,1
-1.05e+003,1
<returns>`IEnumerable&lt;Set&lt;C&gt;&gt;`,1
perhaps,1
`SelectMany`,1
ApplicationException,1
interpreted,1
deposits,1
\name="\nodeId"\>Node\,1
point(four,1
t2,1
